rule,results_min5_iters74.txt,results_min5_iters500.txt
NN --> llama,0.00018579,0.000185621
NN --> load,3.49906e-05,3.49404e-05
NN --> loader,3.42294e-05,3.41983e-05
NN --> loaf,1.53992e-05,1.53852e-05
NN --> lobster,0.000233176,0.000232964
NN --> lock,0.00012658,0.000126017
NN --> locomotive,6.26146e-05,6.25577e-05
NN --> log,9.10302e-05,9.09474e-05
NN --> logic,6.20417e-06,6.19853e-06
NN --> lollipop,0.000223698,0.000223495
NN --> lolly,1.53988e-05,1.53848e-05
NN --> looftyloo,6.20417e-06,6.19853e-06
NN --> look,0.00819982,0.00818749
NN --> loom,6.20417e-06,6.19853e-06
NN --> loop,3.42292e-05,3.41981e-05
NN --> loop_loop,5.3147e-05,5.30987e-05
NN --> loose,2.83067e-10,2.82821e-10
NN --> lord,2.82204e-10,2.81948e-10
NN --> loser,6.20417e-06,6.19853e-06
NN --> lot,0.00401489,0.00401125
NN --> lotion,3.42294e-05,3.41983e-05
NN --> lottery,1.53992e-05,1.53852e-05
NN --> lounge,6.20417e-06,6.19853e-06
NN --> love,0.00103728,0.00103693
NN --> luck,7.20849e-05,7.20194e-05
NN --> lullabye,6.20417e-06,6.19853e-06
NN --> lulu,6.20417e-06,6.19853e-06
NN --> lumber,2.87432e-10,2.87255e-10
NN --> lump,1.53992e-05,1.53852e-05
NN --> lunch,0.00186481,0.00186483
NN --> lunchtime,6.20417e-06,6.19853e-06
NN --> lung,6.20417e-06,6.19853e-06
NN --> maam,1.54594e-05,1.54472e-05
NN --> macaroni,0.000103154,0.000103105
NN --> machine,0.000413251,0.000412876
NN --> machinery,1.53992e-05,1.53852e-05
NN --> madness,2.81669e-10,2.81413e-10
NN --> magazine,4.36841e-05,4.36444e-05
NN --> magic,3.95075e-05,3.76694e-05
NN --> magician,1.53992e-05,1.53852e-05
NN --> magnadoodle,6.20417e-06,6.19853e-06
NN --> magnet,0.000214221,0.000214026
NN --> maid,1.53992e-05,1.53852e-05
NN --> mail,0.000224883,0.00022477
NN --> mailbox,9.10302e-05,9.09474e-05
NN --> mailman,0.000157359,0.000157216
NN --> mailperson,2.81669e-10,2.81413e-10
NN --> mailwoman,6.20417e-06,6.19853e-06
NN --> major,1.53986e-05,1.53846e-05
NN --> make,0.00464742,0.00457263
NN --> maker,6.20417e-06,6.19853e-06
NN --> makeup,3.42294e-05,3.41983e-05
NN --> mall,3.42294e-05,3.41983e-05
NN --> mallard,2.84339e-10,2.84102e-10
NN --> mama,0.00045045,0.000467353
NN --> mammal,3.42294e-05,3.41983e-05
NN --> man,0.00250304,0.0024999
NN --> manager,2.81669e-10,2.81413e-10
NN --> mane,0.00012893,0.000128813
NN --> manger,6.20417e-06,6.19853e-06
NN --> manner,1.53992e-05,1.53852e-05
NN --> mantle,1.53992e-05,1.53852e-05
NN --> many,2.26616e-05,2.27177e-05
NN --> maple,3.42288e-05,3.41977e-05
NN --> marble,0.000138406,0.000138281
NN --> march,2.41424e-05,2.40892e-05
NN --> mark,6.74179e-05,6.72392e-05
NN --> marker,1.53992e-05,1.53852e-05
NN --> market,3.42294e-05,3.41983e-05
NN --> marmar,6.20417e-06,6.19853e-06
NN --> marshmallow,3.42294e-05,3.41983e-05
NN --> mask,0.00012893,0.000128813
NN --> mass,2.84513e-10,2.84079e-10
NN --> massage,6.20417e-06,6.19853e-06
NN --> mast,6.20417e-06,6.19853e-06
NN --> master,2.47916e-05,2.4769e-05
NN --> mat,3.42293e-05,3.41982e-05
NN --> match,0.000280009,0.00027964
NN --> material,6.20417e-06,6.19853e-06
NN --> math,2.47916e-05,2.4769e-05
NN --> matron,6.20417e-06,6.19853e-06
NN --> matter,0.000384817,0.000384467
NN --> mattress,5.31471e-05,5.30988e-05
NN --> may,0.00067008,0.000674215
NN --> mayonnaise,9.10302e-05,9.09474e-05
NN --> meadow,6.20417e-06,6.19853e-06
NN --> meadowlark,6.20417e-06,6.19853e-06
NN --> meal,8.15569e-05,8.14828e-05
NN --> meanchie,1.53992e-05,1.53852e-05
NN --> meat,0.000239153,0.00024229
NN --> meatball,1.53992e-05,1.53852e-05
NN --> meatloaf,6.20417e-06,6.19853e-06
NN --> medicine,0.000365862,0.00036553
NN --> medium,2.82263e-10,2.82002e-10
NN --> member,6.20417e-06,6.19853e-06
NN --> memory,6.26146e-05,6.25577e-05
NN --> men,0.000168581,0.000169457
NN --> mercy,2.81669e-10,2.81413e-10
NN --> meringue,2.81669e-10,2.81413e-10
NN --> mermaid,6.20417e-06,6.19853e-06
NN --> merry,6.20413e-06,6.1985e-06
NN --> merry_go_round,3.42294e-05,3.41983e-05
NN --> mesh,6.20417e-06,6.19853e-06
NN --> mess,0.000688513,0.000687502
NN --> message,2.47916e-05,2.4769e-05
NN --> metal,0.000109979,0.000109879
NN --> mic,6.20417e-06,6.19853e-06
NN --> microbacteria,3.42294e-05,3.41983e-05
NN --> microphone,0.000365862,0.00036553
NN --> microscope,5.31472e-05,5.30989e-05
NN --> microwave,1.53992e-05,1.53852e-05
NN --> middle,0.000602809,0.000602261
NN --> midnight,6.20417e-06,6.19853e-06
NN --> mike,0.000126225,0.000126408
NN --> mile,2.47916e-05,2.4769e-05
NN --> milk,0.00270226,0.00269955
NN --> milkman,4.4379e-05,4.42903e-05
NN --> millet,1.53992e-05,1.53852e-05
NN --> millionaire,2.81669e-10,2.81413e-10
NN --> mime,2.81669e-10,2.81413e-10
NN --> mincemeat,2.81669e-10,2.81413e-10
NN --> mind,0.000373052,0.000372736
NN --> mine,0.000589293,0.000589471
NN --> miner,6.20417e-06,6.19853e-06
NN --> mink,2.47916e-05,2.4769e-05
NN --> mint,2.81669e-10,2.81413e-10
NN --> minute,0.00274185,0.00273934
NN --> mirror,0.000811324,0.000810587
NN --> misadventure,6.20417e-06,6.19853e-06
NN --> mischief,2.81669e-10,2.81413e-10
NN --> miss,0.000474696,0.000473932
NN --> missile,6.20417e-06,6.19853e-06
NN --> mistake,0.000233176,0.000232964
NN --> mister,2.28105e-05,2.27105e-05
NN --> mitten,9.10302e-05,9.09474e-05
NN --> mix,5.75878e-05,5.74023e-05
NN --> mixer,0.000327951,0.000327653
NN --> mm,4.18459e-05,4.17079e-05
NN --> mob,2.81669e-10,2.81413e-10
NN --> mobile,9.10298e-05,9.09471e-05
NN --> mode,6.20417e-06,6.19853e-06
NN --> model,1.53992e-05,1.53852e-05
NN --> modesty,2.81669e-10,2.81413e-10
NN --> molar,6.20417e-06,6.19853e-06
NN --> mold,2.47916e-05,2.4769e-05
NN --> mole,1.53992e-05,1.53852e-05
NN --> mom,0.000219821,0.000219562
NN --> moment,0.00012893,0.000128813
NN --> momentum,6.20417e-06,6.19853e-06
NN --> momma,0.00021003,0.000209349
NN --> mommy,0.00401225,0.00400879
NN --> money,0.00110514,0.00110414
NN --> monitor,6.20417e-06,6.19853e-06
NN --> monkey,0.00188234,0.00188063
NN --> monster,0.000394295,0.000393937
NN --> month,0.000413251,0.000412876
NN --> moo,4.36839e-05,4.36442e-05
NN --> mood,7.20849e-05,7.20194e-05
NN --> moon,0.00029004,0.000289777
NN --> moose,1.53992e-05,1.53852e-05
NN --> mop,4.34019e-05,4.33395e-05
NN --> more,0.00116983,0.00117514
NN --> morning,0.00201503,0.0020132
NN --> morse,6.20417e-06,6.19853e-06
NN --> mosquito,0.000100504,0.000100413
NN --> moth,1.53992e-05,1.53852e-05
NN --> mother,0.00168657,0.00168449
NN --> motor,0.000112808,0.000112357
NN --> motorboat,6.20416e-06,6.19852e-06
NN --> motorcycle,0.000119455,0.000119346
NN --> motorscooter,2.81669e-10,2.81413e-10
NN --> mountain,0.000109979,0.000109879
NN --> mouse,0.00133261,0.0013314
NN --> mousie,4.36842e-05,4.36445e-05
NN --> moustache,6.20417e-06,6.19853e-06
NN --> mouth,0.0032377,0.00323475
NN --> mouthful,4.36842e-05,4.36445e-05
NN --> move,0.000721888,0.000720147
NN --> movement,1.53992e-05,1.53852e-05
NN --> mover,1.53992e-05,1.53852e-05
NN --> movie,0.000489074,0.00048863
NN --> mower,6.20417e-06,6.19853e-06
NN --> much,0.000128871,0.000129231
NN --> mud,0.000204744,0.000204558
NN --> muff,6.20417e-06,6.19853e-06
NN --> muffin,0.000157359,0.000157216
NN --> muffler,2.81669e-10,2.81413e-10
NN --> mug,4.36842e-05,4.36445e-05
NN --> mule,6.20417e-06,6.19853e-06
NN --> mumma,8.91825e-05,8.90289e-05
NN --> mummy,0.000457837,0.000456207
NN --> munchkin,2.82216e-10,2.8196e-10
NN --> murder,2.78985e-05,2.78682e-05
NN --> muscle,0.000157359,0.000157216
NN --> museum,0.000100504,0.000100413
NN --> mushroom,1.53992e-05,1.53852e-05
NN --> mushy,3.42277e-05,3.41966e-05
NN --> music,0.000365862,0.00036553
NN --> mustache,0.000147883,0.000147748
NN --> mustard,1.53992e-05,1.53852e-05
NN --> mystery,2.81669e-10,2.81413e-10
NN --> nail,0.000308996,0.000308715
NN --> nakedness,2.81669e-10,2.81413e-10
NN --> name,0.00382014,0.00382114
NN --> nana,0.000484882,0.000484961
NN --> nanapkin,6.20417e-06,6.19853e-06
NN --> nannie,2.81669e-10,2.81413e-10
NN --> nap,0.00128134,0.00128016
NN --> napkin,0.000612287,0.000611731
NN --> naptime,1.5399e-05,1.5385e-05
NN --> navigator,1.53992e-05,1.53852e-05
NN --> navy,3.42292e-05,3.41981e-05
NN --> neck,0.000621765,0.0006212
NN --> necklace,0.000147883,0.000147748
NN --> necktie,1.53992e-05,1.53852e-05
NN --> nectar,6.20417e-06,6.19853e-06
NN --> need,0.00299468,0.00297806
NN --> needle,0.000147883,0.000147748
NN --> negative,6.20417e-06,6.19853e-06
NN --> neighbor,6.20417e-06,6.19853e-06
NN --> neighborhood,3.42294e-05,3.41983e-05
NN --> nephew,6.20417e-06,6.19853e-06
NN --> nerd,3.42294e-05,3.41983e-05
NN --> nerve,6.20417e-06,6.19853e-06
NN --> nest,0.00018579,0.000185621
NN --> net,2.47916e-05,2.4769e-05
NN --> news,2.47916e-05,2.4769e-05
NN --> newscast,6.20417e-06,6.19853e-06
NN --> newspaper,7.20849e-05,7.20194e-05
NN --> nibble,1.46795e-05,1.44515e-05
NN --> nickel,0.000100504,0.000100413
NN --> nickle,1.53992e-05,1.53852e-05
NN --> nickname,3.42294e-05,3.41983e-05
NN --> night,0.00239415,0.00239198
NN --> nightgown,8.15569e-05,8.14828e-05
NN --> nightshirt,6.20417e-06,6.19853e-06
NN --> nighttime,3.42294e-05,3.41983e-05
NN --> nine,0.0002013,0.000201728
NN --> nineteen,1.82501e-05,1.82472e-05
NN --> nion,2.81669e-10,2.81413e-10
NN --> nipple,0.00012893,0.000128813
NN --> no,0.000376407,0.000377821
NN --> nobody,0.000318474,0.000318184
NN --> nod,6.20416e-06,6.19853e-06
NN --> noggin,6.20417e-06,6.19853e-06
NN --> noise,0.000944016,0.000943158
NN --> noisy,2.14625e-05,2.03972e-05
NN --> none,8.15568e-05,8.14827e-05
NN --> nonsense,2.86053e-10,2.85791e-10
NN --> noodle,0.00024217,0.000242032
NN --> nookie,6.20417e-06,6.19853e-06
NN --> noontime,6.20417e-06,6.19853e-06
NN --> north,2.83732e-10,2.83469e-10
NN --> nose,0.00249841,0.00249614
NN --> note,2.47916e-05,2.4769e-05
NN --> notebook,7.20849e-05,7.20194e-05
NN --> nothing,0.000650199,0.000649608
NN --> notice,3.69854e-05,3.722e-05
NN --> notion,6.20417e-06,6.19853e-06
NN --> noun,1.53992e-05,1.53852e-05
NN --> nourishment,6.20417e-06,6.19853e-06
NN --> novel,6.20417e-06,6.19853e-06
NN --> now,0.00619742,0.0062082
NN --> nowhere,2.82793e-10,2.82526e-10
NN --> nudist,6.20417e-06,6.19853e-06
NN --> nuisance,2.81669e-10,2.81413e-10
NN --> number,0.000669155,0.000668547
NN --> nun,6.20417e-06,6.19853e-06
NN --> nurse,0.000365862,0.00036553
NN --> nursery,2.55489e-05,2.58251e-05
NN --> nursie,2.83542e-10,2.83285e-10
NN --> nut,0.000451162,0.000450752
NN --> nuttin,2.81669e-10,2.81413e-10
NN --> o'clock,2.81669e-10,2.81413e-10
NN --> oak,6.20417e-06,6.19853e-06
NN --> oar,6.20417e-06,6.19853e-06
NN --> oat,6.20417e-06,6.19853e-06
NN --> oatmeal,2.47916e-05,2.4769e-05
NN --> object,6.20417e-06,6.19853e-06
NN --> oboe,6.20417e-06,6.19853e-06
NN --> observer,7.45238e-05,7.28721e-05
NN --> obsession,1.53992e-05,1.53852e-05
NN --> ocean,0.000214221,0.000214026
NN --> oclock,1.53992e-05,1.53852e-05
NN --> octagon,6.20417e-06,6.19853e-06
NN --> octopus,4.36842e-05,4.36445e-05
NN --> odor,1.53992e-05,1.53852e-05
NN --> offense,6.20417e-06,6.19853e-06
NN --> office,0.000109979,0.000109879
NN --> oil,9.20867e-05,9.19923e-05
NN --> olive,4.36841e-05,4.36444e-05
NN --> omelette,6.20417e-06,6.19853e-06
NN --> once,0.000385165,0.000388897
NN --> one,0.0229807,0.0229626
NN --> onesie,6.20417e-06,6.19853e-06
NN --> onion,0.000138406,0.000138281
NN --> oop,8.8303e-06,8.83224e-06
NN --> opener,3.42294e-05,3.41983e-05
NN --> opera,6.20417e-06,6.19853e-06
NN --> operation,6.20417e-06,6.19853e-06
NN --> operator,1.53992e-05,1.53852e-05
NN --> opinion,1.53992e-05,1.53852e-05
NN --> opossum,6.20417e-06,6.19853e-06
NN --> opposite,2.83356e-10,2.83086e-10
NN --> orange,0.000458143,0.000458667
NN --> orchid,6.20417e-06,6.19853e-06
NN --> order,0.000134646,0.000134393
NN --> organ,6.20417e-06,6.19853e-06
NN --> orphan,5.31472e-05,5.30989e-05
NN --> ostrich,2.47916e-05,2.4769e-05
NN --> other,0.000761928,0.000767442
NN --> ounce,6.20417e-06,6.19853e-06
NN --> out,0.00559556,0.00565462
NN --> outfit,0.000109979,0.000109879
NN --> outline,6.20417e-06,6.19853e-06
NN --> outside,0.000484055,0.000486229
NN --> oval,3.42294e-05,3.41983e-05
NN --> oven,0.00029004,0.000289777
NN --> overall,3.42294e-05,3.41983e-05
NN --> overalle,6.20417e-06,6.19853e-06
NN --> owl,0.000166835,0.000166684
NN --> own,2.82092e-10,2.81835e-10
NN --> owner,6.20417e-06,6.19853e-06
NN --> oyster,8.15569e-05,8.14828e-05
NN --> pacifier,2.47916e-05,2.4769e-05
NN --> pack,5.09692e-05,5.08352e-05
NN --> package,0.00018579,0.000185621
NN --> pad,0.000327951,0.000327653
NN --> paddle,8.15564e-05,8.14823e-05
NN --> page,0.000962972,0.000962097
NN --> pail,0.000157359,0.000157216
NN --> pain,4.36842e-05,4.36445e-05
NN --> paint,0.000479263,0.000478928
NN --> paintbrush,2.81669e-10,2.81413e-10
NN --> painter,6.20417e-06,6.19853e-06
NN --> painting,6.20417e-06,6.19853e-06
NN --> pair,0.000261608,0.00026137
NN --> pajama,0.000716544,0.000715893
NN --> pajammie,6.20417e-06,6.19853e-06
NN --> pal,0.000109979,0.000109879
NN --> palace,6.26146e-05,6.25577e-05
NN --> pale,6.20417e-06,6.19853e-06
NN --> palm,1.53992e-05,1.53852e-05
NN --> pamper,3.42294e-05,3.41983e-05
NN --> pan,0.000204743,0.000204557
NN --> pancake,0.00029004,0.000289777
NN --> panda,0.00012893,0.000128813
NN --> panic,6.20417e-06,6.19853e-06
NN --> pant,6.20417e-06,6.19853e-06
NN --> pants,0.000412604,0.000414818
NN --> papa,0.000780336,0.000779401
NN --> paper,0.0023172,0.00233103
NN --> par,6.20417e-06,6.19853e-06
NN --> parachute,6.20417e-06,6.19853e-06
NN --> parade,0.000157359,0.000157216
NN --> parent,0.000109257,0.000108871
NN --> parer,6.20417e-06,6.19853e-06
NN --> park,0.00121083,0.00120976
NN --> parka,2.81669e-10,2.81413e-10
NN --> parlor,5.31472e-05,5.30989e-05
NN --> parmesan,6.20417e-06,6.19853e-06
NN --> parrot,6.26146e-05,6.25577e-05
NN --> parsley,6.20417e-06,6.19853e-06
NN --> part,0.00219727,0.00219839
NN --> party,0.00158525,0.00158386
NN --> passive,2.81669e-10,2.81413e-10
NN --> pasta,5.31472e-05,5.30989e-05
NN --> paste,5.4087e-05,5.41036e-05
NN --> pastina,6.20417e-06,6.19853e-06
NN --> pasture,2.47916e-05,2.4769e-05
NN --> pat,8.62993e-05,8.64722e-05
NN --> patch,6.54634e-06,6.5419e-06
NN --> path,6.20417e-06,6.19853e-06
NN --> patience,6.20417e-06,6.19853e-06
NN --> patient,2.82194e-10,2.81936e-10
NN --> patrol,6.20417e-06,6.19853e-06
NN --> pattern,6.20417e-06,6.19853e-06
NN --> pattycake,6.20417e-06,6.19853e-06
NN --> paw,0.000100504,0.000100413
NN --> payday,3.42294e-05,3.41983e-05
NN --> pea,0.000432207,0.000431814
NN --> peace,5.31472e-05,5.30989e-05
NN --> peach,0.000147883,0.000147748
NN --> peacock,2.47916e-05,2.4769e-05
NN --> peanut,0.000330962,0.000331676
NN --> pear,0.000147883,0.000147748
NN --> pearl,1.53992e-05,1.53852e-05
NN --> pebble,1.46281e-05,1.45878e-05
NN --> peck,2.34126e-05,2.34619e-05
NN --> pee,2.82927e-10,2.82668e-10
NN --> peek,4.84655e-05,4.87164e-05
NN --> peekaboo,0.000111983,0.000111815
NN --> peel,6.80414e-05,6.77318e-05
NN --> peg,6.26146e-05,6.25577e-05
NN --> pelican,1.53992e-05,1.53852e-05
NN --> pen,0.000451163,0.000450753
NN --> pencil,0.00133261,0.0013314
NN --> penguin,0.000195267,0.000195089
NN --> penis,6.20417e-06,6.19853e-06
NN --> penny,0.000593331,0.000592792
NN --> pentagon,6.20417e-06,6.19853e-06
NN --> pep,2.81669e-10,2.81413e-10
NN --> pepper,0.000176313,0.000176152
NN --> peppermint,3.42294e-05,3.41983e-05
NN --> perfume,1.53992e-05,1.53852e-05
NN --> permanent,3.42291e-05,3.4198e-05
NN --> permission,1.53992e-05,1.53852e-05
NN --> person,0.000271086,0.000270839
NN --> perspective,6.20417e-06,6.19853e-06
NN --> pest,1.53992e-05,1.53852e-05
NN --> pet,5.36594e-05,5.12586e-05
NN --> petal,6.20417e-06,6.19853e-06
NN --> petticoat,2.47916e-05,2.4769e-05
NN --> phd,6.20417e-06,6.19853e-06
NN --> phone,0.000517508,0.000517037
NN --> phony,2.81939e-10,2.81687e-10
NN --> phrase,1.53992e-05,1.53852e-05
NN --> piano,0.000327951,0.000327653
NN --> piccalilli,6.20417e-06,6.19853e-06
NN --> pick,0.000508026,0.000508343
NN --> picking,2.81669e-10,2.81413e-10
NN --> pickle,0.000109979,0.000109879
NN --> pickup,6.20417e-06,6.19853e-06
NN --> picnic,0.00037534,0.000374999
NN --> picture,0.00452671,0.0045226
NN --> pie,0.00037534,0.000374999
NN --> piece,0.00355047,0.00354725
NN --> pig,0.000147883,0.000147748
NN --> pigeon,5.31472e-05,5.30989e-05
NN --> piggie,1.53992e-05,1.53852e-05
NN --> piggy,9.10297e-05,9.0947e-05
NN --> piggybank,6.20417e-06,6.19853e-06
NN --> pigletta,2.81669e-10,2.81413e-10
NN --> pigtail,0.000176313,0.000176152
NN --> pilaf,6.20417e-06,6.19853e-06
NN --> pile,0.000153209,0.000153001
NN --> pill,0.000166836,0.000166684
NN --> pillow,0.000479596,0.00047916
NN --> pilot,8.15569e-05,8.14828e-05
NN --> pimple,6.20417e-06,6.19853e-06
NN --> pin,0.000564897,0.000564383
NN --> pinafore,6.20417e-06,6.19853e-06
NN --> pinata,2.81669e-10,2.81413e-10
NN --> pine,2.83396e-10,2.83149e-10
NN --> pineapple,0.000138406,0.00013828
NN --> pink,6.76583e-05,6.74643e-05
NN --> pinkie,6.20417e-06,6.19853e-06
NN --> pinky^rose,2.81669e-10,2.81413e-10
NN --> pinwheel,5.31472e-05,5.30989e-05
NN --> pipe,0.000602809,0.000602261
NN --> pirate,6.20417e-06,6.19853e-06
NN --> pistol,6.20417e-06,6.19853e-06
NN --> pit,6.20417e-06,6.19853e-06
NN --> pitch,6.20417e-06,6.19853e-06
NN --> pitcher,4.36842e-05,4.36445e-05
NN --> pizza,0.000109979,0.000109879
NN --> place,0.0015955,0.00159482
NN --> placemat,2.47916e-05,2.4769e-05
NN --> plan,8.15567e-05,8.14826e-05
NN --> plane,0.000337429,0.000337122
NN --> plankton,2.47916e-05,2.4769e-05
NN --> plant,0.000121942,0.000122061
NN --> plantation,6.20417e-06,6.19853e-06
NN --> planter,6.20417e-06,6.19853e-06
NN --> plastic,3.38879e-05,3.31631e-05
NN --> plate,0.00118097,0.00117989
NN --> platform,6.20417e-06,6.19853e-06
NN --> play,0.00171738,0.00171919
NN --> playday,6.20417e-06,6.19853e-06
NN --> playdough,0.000138406,0.00013828
NN --> player,0.00012893,0.000128813
NN --> playground,5.31472e-05,5.30989e-05
NN --> playpen,0.000100504,0.000100413
NN --> playroom,1.53992e-05,1.53852e-05
NN --> plaything,2.81669e-10,2.81413e-10
NN --> pleasure,6.20417e-06,6.19853e-06
NN --> pledge,1.53991e-05,1.53851e-05
NN --> plenty,0.000138406,0.00013828
NN --> plier,1.53992e-05,1.53852e-05
NN --> plop,6.22088e-06,6.21505e-06
NN --> plug,3.60566e-05,3.55625e-05
NN --> plugger,2.81669e-10,2.81413e-10
NN --> plum,5.31472e-05,5.30989e-05
NN --> plumber,1.53992e-05,1.53852e-05
NN --> plunge,6.20417e-06,6.19853e-06
NN --> plunger,1.53992e-05,1.53852e-05
NN --> plural,2.47916e-05,2.4769e-05
NN --> pluralization,6.20417e-06,6.19853e-06
NN --> plus,6.59726e-06,6.5997e-06
NN --> pneumonia,2.81669e-10,2.81413e-10
NN --> pocket,0.000403773,0.000403406
NN --> pocketbook,0.000166836,0.000166684
NN --> pod,1.53992e-05,1.53852e-05
NN --> poem,5.31472e-05,5.30989e-05
NN --> pogo,6.20417e-06,6.19853e-06
NN --> point,0.000174393,0.000173332
NN --> pointer,1.53992e-05,1.53852e-05
NN --> poise,6.20417e-06,6.19853e-06
NN --> poison,1.53982e-05,1.53842e-05
NN --> poke,2.82235e-10,2.81948e-10
NN --> poker,5.31472e-05,5.30989e-05
NN --> polar,2.81886e-10,2.81629e-10
NN --> pole,0.000125962,0.000126658
NN --> police,2.83746e-10,2.83508e-10
NN --> policeman,0.000147883,0.000147748
NN --> polish,8.15564e-05,8.14822e-05
NN --> politician,6.20417e-06,6.19853e-06
NN --> polka,2.84008e-10,2.83681e-10
NN --> pond,5.31471e-05,5.30988e-05
NN --> pony,0.000109964,0.000109378
NN --> ponytail,0.000233176,0.000232964
NN --> poo,2.82044e-10,2.81791e-10
NN --> poo_poo,6.20417e-06,6.19853e-06
NN --> poodle,0.000195266,0.000195089
NN --> pooh,5.31469e-05,5.30986e-05
NN --> pooh^ball,1.53992e-05,1.53852e-05
NN --> pookie,6.20417e-06,6.19853e-06
NN --> pool,0.000432207,0.000431814
NN --> poop,6.26146e-05,6.25577e-05
NN --> poopie,3.42294e-05,3.41983e-05
NN --> pooty,2.81669e-10,2.81413e-10
NN --> pop,0.00025561,0.00025692
NN --> popcorn,4.36842e-05,4.36445e-05
NN --> popper,6.20417e-06,6.19853e-06
NN --> popple,8.15568e-05,8.14827e-05
NN --> popsicle,0.000318473,0.000318184
NN --> porcelain,6.20417e-06,6.19853e-06
NN --> porch,0.000138406,0.000138281
NN --> porcupine,0.000773412,0.000772709
NN --> pork,9.10302e-05,9.09474e-05
NN --> porkchop,2.47916e-05,2.4769e-05
NN --> porridge,6.20417e-06,6.19853e-06
NN --> portrait,6.20417e-06,6.19853e-06
NN --> position,1.53992e-05,1.53852e-05
NN --> post,5.31468e-05,5.30985e-05
NN --> postcard,6.20417e-06,6.19853e-06
NN --> poster,1.53992e-05,1.53852e-05
NN --> postman,2.81669e-10,2.81413e-10
NN --> posy,6.20417e-06,6.19853e-06
NN --> pot,0.000640721,0.000640139
NN --> potato,0.000612287,0.000611731
NN --> pouch,2.47916e-05,2.4769e-05
NN --> poultry,2.81669e-10,2.81413e-10
NN --> pound,0.000138406,0.000138281
NN --> pourer,6.20417e-06,6.19853e-06
NN --> pout,6.20417e-06,6.19853e-06
NN --> powder,0.000155817,0.000155814
NN --> powderpuff,6.20417e-06,6.19853e-06
NN --> power,3.42292e-05,3.4198e-05
NN --> powerball,1.53992e-05,1.53852e-05
NN --> pox,2.47916e-05,2.4769e-05
NN --> practice,7.47088e-05,7.46214e-05
NN --> prayer,6.20417e-06,6.19853e-06
NN --> prediction,6.20417e-06,6.19853e-06
NN --> preschooler,6.20417e-06,6.19853e-06
NN --> present,0.00146531,0.00146397
NN --> president,2.83016e-10,2.82774e-10
NN --> press,7.2376e-05,7.36582e-05
NN --> pretend,0.000156949,0.000156391
NN --> pretzel,7.20849e-05,7.20194e-05
NN --> price,1.00824e-05,1.01226e-05
NN --> pricker,1.53992e-05,1.53852e-05
NN --> prickle,2.81669e-10,2.81413e-10
NN --> pride,2.81669e-10,2.81413e-10
NN --> prince,3.42291e-05,3.4198e-05
NN --> princess,0.000185789,0.00018562
NN --> principal,6.20417e-06,6.19853e-06
NN --> principle,6.20417e-06,6.19853e-06
NN --> print,6.46034e-06,6.45899e-06
NN --> prisoner,6.20417e-06,6.19853e-06
NN --> prize,8.15569e-05,8.14828e-05
NN --> problem,0.000422729,0.000422345
NN --> process,1.53987e-05,1.53847e-05
NN --> product,6.20417e-06,6.19853e-06
NN --> production,6.20417e-06,6.19853e-06
NN --> program,5.31472e-05,5.30989e-05
NN --> project,3.42294e-05,3.41983e-05
NN --> promise,5.43946e-05,5.44732e-05
NN --> proof,2.81669e-10,2.81413e-10
NN --> propeller,0.00012893,0.000128813
NN --> psychology,1.53991e-05,1.53851e-05
NN --> pterodactyl,6.20417e-06,6.19853e-06
NN --> publication,6.20417e-06,6.19853e-06
NN --> puddle,1.53992e-05,1.53852e-05
NN --> puff,3.33582e-05,3.33703e-05
NN --> pull,0.000710549,0.000709489
NN --> pumpkin,0.000497589,0.000497133
NN --> punch,0.000253582,0.000253509
NN --> puncher,6.20417e-06,6.19853e-06
NN --> punk,6.20417e-06,6.19853e-06
NN --> pup,6.20417e-06,6.19853e-06
NN --> puppet,0.000602809,0.000602261
NN --> puppy,0.000308996,0.000308715
NN --> purple,2.39277e-05,2.38123e-05
NN --> purpose,2.47916e-05,2.4769e-05
NN --> purse,8.15569e-05,8.14828e-05
NN --> push,0.000655338,0.000654677
NN --> pusher,6.20417e-06,6.19853e-06
NN --> pushup,2.47916e-05,2.4769e-05
NN --> puss,2.81669e-10,2.81413e-10
NN --> pussy,2.91418e-10,2.91022e-10
NN --> puzzle,0.00121888,0.00121777
NN --> pyramid,6.20417e-06,6.19853e-06
NN --> quail,2.81669e-10,2.81413e-10
NN --> quart,0.000204744,0.000204558
NN --> quarter,0.000318474,0.000318184
NN --> queen,0.00029004,0.000289777
NN --> question,0.000232306,0.000232095
NN --> quiet,8.73521e-05,8.64275e-05
NN --> quieter,6.20417e-06,6.19853e-06
NN --> quill,5.31472e-05,5.30989e-05
NN --> quilt,2.81669e-10,2.81413e-10
NN --> quiz,6.20417e-06,6.19853e-06
NN --> r,3.42293e-05,3.41982e-05
NN --> rabbit,0.00163591,0.00163442
NN --> raccoon,6.26146e-05,6.25577e-05
NN --> race,0.00012893,0.000128813
NN --> racer,6.20417e-06,6.19853e-06
NN --> rack,3.42294e-05,3.41983e-05
NN --> racket,2.81669e-10,2.81413e-10
NN --> racoon,4.36842e-05,4.36445e-05
NN --> radiator,2.47916e-05,2.4769e-05
NN --> radio,0.000233175,0.000232964
NN --> radish,0.000100504,0.000100413
NN --> raft,2.47916e-05,2.4769e-05
NN --> rag,3.42294e-05,3.41983e-05
NN --> rail,2.85008e-10,2.84752e-10
